term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	rigidity_attempts	identity_attempts	own_identity_attempts	unity_attempts	dependence_attempts	total_critique_attempts	error
body fluid secretion	http://purl.obolibrary.org/obo/GO_0007589	+R	-I	-O	~U	+D	Attribution or Quality	Body fluid secretion is a rigid property because if an entity (such as sweat, saliva, or tears) is categorized as a secretion, it is necessarily a secretion for the duration of its existence. An instance cannot cease to be a secretion and remain the same entity, as its identity is fundamentally defined by its origin and biological nature.	Body fluid secretion is a substance-related category. Like 'Amount of Matter', it lacks a principled identity condition to distinguish one instance from another of the same kind without being subsumed by a more rigid sortal or physical object container. It does not provide a global way to re-identify the same specific mass of fluid over time as it mixes or divides.	Since the entity was determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Supplying an identity condition requires both carrying one and being a rigid property, which does not apply to this general category of substances.	Body fluid secretion refers to types of amounts of matter (such as sweat, saliva, or mucus). These are typically mass nouns that represent substances without a predefined maximal whole or intrinsic unifying boundary; any part of a secretion is itself secretion, making instances arbitrary aggregates rather than intrinsic wholes.	A body fluid secretion is externally dependent on the organism or biological system that secretes it; a secretion cannot exist or be defined as such without the causal existence of the source entity that produced it.	1	1	1	1	1	5	
behavior	http://purl.obolibrary.org/obo/GO_0007610	+R	-I	-O	-U	+D	Attribution or Quality	The term 'behavior' is defined here as a high-level biological process category. According to ontological principles, if an entity (a specific behavioral process) is an instance of behavior, it cannot cease to be an instance of behavior without ceasing to exist as that specific entity. It is an essential property that characterizes the nature of the process across all possible worlds where that process exists.	As a property of an organism's action or response, 'behavior' does not provide an inherent condition for identifying or distinguishing its instances. It is a non-sortal property because it lacks the necessary identity criteria (ICs) to determine if two observations represent the 'same' behavior over time without referring to a specific agent (e.g., a Person or Animal) that carries the identity.	Behavior is an occurrence or process that does not supply its own fundamental identity conditions; instead, it depends on its participating agents (animals with nervous systems, per the definition), temporal duration, and the specific stimuli involved to be individuated. Since it lacks an inherent, self-contained mechanism for distinguishing one instance from another independently of these external factors, it cannot be a supplier of its own identity conditions.	Under the Gene Ontology definition, 'behavior' is an abstract category of systemic responses. Instances (specific behavioral occurrences) are events or processes, which typically lack an intrinsic mereological unity relation ('omega') that would define them as discrete 'wholes' with integrated parts in the same way a physical organism does.	In the context of the Gene Ontology definition, behavior is externally dependent on a nervous system and an animal host. It cannot exist as a standalone entity; it is a manifestation of an organism's response and therefore requires the existence of an entity that is not a part of the behavior itself.	1	1	2	1	1	6	
biological_process	http://purl.obolibrary.org/obo/GO_0008150	+R	-I	-O	-U	+D	Attribution or Quality	A biological process is rigid because an instance of a process (e.g., cell division or glycolysis) cannot cease to be a biological process without ceasing to exist as that specific entity. It is an essential characteristic that defines what the entity is in all possible worlds.	The term 'biological_process' refers to a high-level category of occurrences or activities. While specific occurrences may have identity, the property itself (especially when used for unknown annotations) does not provide a specific, principled identity condition (IC) to distinguish or re-identify one process from another without inheriting more specific criteria from subordinate concepts.	Since the entity is determined to be -I (does not carry an identity condition), it cannot supply an identity condition. By definition, a property can only supply an identity condition (+O) if it is rigid (+R) and carries an identity condition (+I).	The term 'biological_process' represents occurrences or sequences of events. While specific subprocesses may have functional unity, the property as a whole does not impose a single, uniform equivalence relation (UC) that defines all instances as intrinsic wholes. It acts as a high-level category that includes both integrated cycles and loose collections of events.	A biological process is externally dependent on a bearer, specifically a gene product or organism, to occur. An instance of a process cannot exist unless there is an underlying physical entity (which is not a part of the process) that participates in it or is affected by it.	1	1	1	1	1	5	
multicellular organismal process	http://purl.obolibrary.org/obo/GO_0032501	+R	-I	-O	-U	+D	Attribution or Quality	A multicellular organismal process is defined by its inherent nature as a biological mechanism; any instance of such a process cannot cease to be a multicellular organismal process without ceasing to exist as that specific process. It is an essential property for all its instances across all possible worlds.	A multicellular organismal process is a high-level biological category that describes a class of activities rather than a specific individual entity. It does not carry a unique identity condition (IC) that allows one to distinguish or re-identify one instance of the 'process' from another across different contexts without referring to the specific organism or biological components performing it.	As a process type, 'multicellular organismal process' represents a categorization of occurrences rather than a sortal that provides a global identity condition. In this conceptualization, identity for processes is typically inherited from the participants (the organisms) or defined by specific temporal-spatial boundaries not established by this general category. Since the entity was determined to be -I, it logicaly cannot supply a condition it does not carry (+O implies +I).	The term describes a temporal process rather than a physical object or discrete whole. While the underlying physical organisms may have unity, the process itself is a generic class of biological events whose occurrences (instances) are not intrinsic wholes with specialized boundaries or a singular unifying relation binding 'parts' of a process into a discrete entity.	A multicellular organismal process is an occurrence or activity that necessarily depends on the existence of a multicellular organism to perform or host it. Since a process cannot exist independently of the entities involved in the process, it carries the external dependence meta-property (+D).	1	1	2	1	1	6	
secretion by tissue	http://purl.obolibrary.org/obo/GO_0032941	+R	-I	-O	-U	+D	Attribution or Quality	A biological process or functional event such as 'secretion by tissue' is rigid because if a specific occurrence is a secretion event, it cannot cease to be one without ceasing to exist as that specific event. It is an essential characterization of the instance throughout its duration.	The term 'secretion by tissue' describes a process or specific kind of activity. While individual instances of this process may occur, the property itself (being a secretion by tissue) does not provide an inherent identity condition (IC) to distinguish one instance from another or to re-identify the same instance across different contexts without referring to the specific tissue (agent) or the substance involved (product). In accordance with the methodology, it is a non-sortal.	Since this entity is classified as -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). According to the formal definitions, supplying an identity condition (+O) implies carrying one (+I) and being rigid (+R).	The property 'secretion by tissue' describes a process or a resulting amount of matter that does not have a single, universal unity condition. For example, some secretions are continuous fluids (anti-unity or non-wholes), while others could be discrete hormonal packets or mucus globules. Like 'Amount of Matter', the instances do not necessarily function as intrinsic wholes with a fixed, internal mereological structure.	A secretion is externally dependent on the tissue or biological entity that produces it. It cannot exist as a secretion without the existence of a producing source (the tissue) to characterize its identity as an output of a biological process.	1	1	1	1	1	5	
locomotion	http://purl.obolibrary.org/obo/GO_0040011	+R	-I	-O	-U	+D	Attribution or Quality	Locomotion is a rigid property because it is a type of event or process (a occurrent). In a standard ontological conceptualization, an instance of locomotion (a specific act of moving) cannot cease to be an instance of locomotion without ceasing to exist as that specific event.	Locomotion is a process or occurrent. While it describes an action, it does not supply or carry a principled identity condition (IC) to distinguish one instance of 'walking' or 'moving' from another without referring to the specific objects or events involved. It is a non-sortal property.	Since the entity was determined to be -I (not carrying an identity condition), it cannot supply an identity condition (+O), as supplying an identity condition requires both carrying one and being a rigid property.	Locomotion is a property or process characterizing an action. While an instance of locomotion may have temporal stages, it does not possess a single, inherent mereological unity relation (omega) that defines all its instances as intrinsic wholes. One instance of locomotion (e.g., walking) has a different functional and internal structure than another (e.g., swimming), and the property itself does not enforce a uniform condition for wholeness across its extension.	Locomotion is an occurrence or process that is externally dependent on a physical object (an agent or entity) to perform the movement; the process cannot exist in isolation without an entity that is moving.	1	1	1	1	1	5	
secretion	http://purl.obolibrary.org/obo/GO_0046903	+R	-I	-O	-U	+D	Attribution or Quality	In most biological and chemical ontologies, being a 'secretion' is essential to the identity of the substance. A specific instance of a secretion (like a particular volume of hormone or sweat) cannot cease to be a secretion and become something else entirely while remaining the same entity; its status is defined by its origin and nature at the moment of creation.	The term 'secretion' as a concept refers to the substance produced (matter) rather than a discrete entity. Similar to 'Amount of Matter,' it lacks a specific identity condition to distinguish one instance of a substance from another over time, as it is often characterized by homeomerous properties where any part of the secretion is also the secretion.	Since the entity was determined to be -I (does not carry an identity condition), it cannot supply its own identity condition (+O). Supplying an identity condition requires both carrying one and being rigid (+R).	The term 'secretion' can refer to either countable units (like a singular instance of fluid) or mass-like substances. While a specific drop might exhibit topological unity, the property as a whole does not guarantee that all its instances are intrinsic wholes, as an arbitrary amount of the substance (like mucus or hormones) is still considered a secretion without having a fixed mereological structure.	A secretion is externally dependent on a secreting agent (such as a gland, cell, or organism) that produced it; a substance cannot be categorized as a 'secretion' without the necessary existence of the biological entity that performed the act of secreting.	1	1	1	1	1	5	
nervous system process	http://purl.obolibrary.org/obo/GO_0050877	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A nervous system process is an occurrence or flow of events that is defined by its biological and physiological nature. If a particular instance of a process (e.g., a specific neural firing) loses its identity as a nervous system process, it ceases to exist as that specific entity. Therefore, the property is essential to all its instances.	A nervous system process is a sortal property because it inherits identity conditions from its subsuming category of biological processes. It can be identified and distinguished through its spatio-temporal boundaries, the specific biological actors (neurons/nerves) involved, and its functional sequence, which allows for re-identification during its occurrence.	The property 'nervous system process' supplies its own local identity condition for biological occurents, distinguishing one instance of the process from another based on temporal boundaries and the specific biological agents involved. While it inherits the general identity of being a process, it provides the specific criteria necessary for the individuation of these particular biological events.	A nervous system process is a functional whole consisting of coordinated, integrated causal stages that must occur in a specific sequence and structural context to exist as that process. Its parts (sub-processes) are not arbitrary but are bound by functional unity.	A nervous system process is an occurrence that necessarily depends on the existence of a nervous system to realize it. Because the process is not the nervous system itself, nor is the nervous system a part of the process description, it constitutes an external dependence on a specific physical substrate.	1	1	1	1	1	5	
regulation of body fluid levels	http://purl.obolibrary.org/obo/GO_0050878	+R	-I	-O	-U	+D	Attribution or Quality	As a type of biological process, 'regulation of body fluid levels' is rigid because any specific instance (occurrence) of this process cannot cease to be a regulation of body fluid levels without losing its identity as that specific process. It is defined by its function and mechanism, which are essential to it in all possible worlds.	As a biological process or function, 'regulation of body fluid levels' does not carry a specific identity condition (IC) that allows instances to be distinguished or re-identified in isolation. While the biological entities (the body, the organs) involved may carry identity, the occurrent property itself lacks a principled way to differentiate one instance of the regulation process from another without referring to external entities.	Since the entity was previously determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). Only rigid properties that carry an IC can supply one.	A 'regulation' is a process or functional occurrence that does not consistently consist of a single intrinsic whole with a fixed mereological structure. While it involves coordinated components, it is not an intrinsic whole in the way a physical object is, and acts more as a property or state transition that can be decomposed into various arbitrary sub-processes depending on the context of the conceptualization.	The property 'regulation of body fluid levels' is an external dependence because it is a process/function that necessarily requires the existence of a body and body fluids to occur. It cannot exist as an entity independently of the physical systems it modifies.	1	1	1	1	1	5	
cognition	http://purl.obolibrary.org/obo/GO_0050890	+R	-I	-O	-U	+D	Attribution or Quality	Cognition is a fundamental mental process or state; a specific instance of cognition (a particular thought or act of knowing) cannot cease to be an act of cognition without losing its identity as that mental entity.	Cognition is a non-sortal property referring to a process or state. It does not provide an inherent identity condition (IC) to distinguish or re-identify one instance of 'cognition' from another without referring to the specific agent or physical system (like a Person) that carries the identity.	Since the entity is determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). Only properties that are rigid and carry identity conditions can supply them.	Cognition is a functional mental property or set of processes that lacks a discrete mereological structure or a singular 'unifying' boundary that makes each instance an intrinsic whole in the way a physical object is.	Cognition is an emergent mental process or state that is externally dependent on a cognitive agent or sentient being (subject) to perform or embody it; it cannot exist independently of an entity that cognizes.	1	1	1	1	1	5	
localization	http://purl.obolibrary.org/obo/GO_0051179	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	Localization is a relational state or property an entity holds in reference to a specific environment or coordinate (e.g., being located in Paris). It is anti-rigid because any instance of a localized entity can potentially exist without that specific localization (i.e., it is contingent and can be lost/changed) without the entity losing its identity.	Localization is a relational or characterizing property (describing the state or act of being located) rather than a sortal property. It does not provide an inherent condition for identifying or re-identifying an individual over time; instead, it depends on the identity of the entity being localized.	Since localization was determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). According to the methodology, supplying an IC (+O) implies carrying one (+I) and being rigid (+R).	Localization is an abstract relation or state of being placed; it does not naturally possess a mereological structure or a specific unifying relation that binds parts into an intrinsic whole.	Localization is externally dependent because its existence necessarily requires the existence of another entity (the object being localized) and a spatial frame of reference. A localization cannot exist in isolation; it must be the localization *of* something *at* a specific location.	1	1	1	1	1	5	
establishment of localization	http://purl.obolibrary.org/obo/GO_0051234	+R	-I	-O	-U	+D	Attribution or Quality	As a process or occurrent, 'establishment of localization' is fundamentally rigid. In formal ontology, an occurrence cannot cease to be the type of event it is without losing its identity entirely; a specific instance of 'establishment' cannot transform into a different kind of event (like a 'destruction' or a 'maintenance') and remain the same instance. Therefore, the property is essential to all its instances in all possible worlds.	The term 'establishment of localization' refers to an event or process rather than a sortal entity with a specific identity condition. It does not provide a principled way to distinguish one 'establishment' from another across time or contexts without referring to the specific objects or locations being localized, which are external to the property itself.	Since the entity was determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). According to the methodology, a property can only supply an identity condition (+O) if it also carries one (+I) and is rigid (+R).	The term likely refers to a process, event, or abstract relation. Such entities do not have a consistent mereological structure where parts are bound by a single, intrinsic unifying relation (like topological or functional unity) in the same way that physical individuals or objects are. While it can be identified, its instances are not described as intrinsic wholes with a fixed set of connected parts.	The term 'establishment of localization' refers to a process or state that is externally dependent on both the entity being localized and a specific spatial or systemic context. It cannot exist as an independent entity in isolation from the subjects and frameworks it relates to.	2	1	1	1	1	6	
motor behavior	http://purl.obolibrary.org/obo/GO_0061744	+R	-I	-O	-U	+D	Attribution or Quality	Motor behavior is essentially defined by its nature as a neurological or physical process. An instance of a motor behavior (such as a specific reflex or a voluntary movement) cannot cease to be a motor behavior without ceasing to exist as that specific entity; it is not a phase or a role that a behavior moves in and out of.	Motor behavior is a property or attribute of an agent rather than a sortal entity. It does not carry its own intrinsic identity condition (IC) to distinguish or uniquely re-identify one instance of 'behavior' from another across time and contexts without referring to the specific agent performing it.	Since the previous analysis established that 'motor behavior' is -I (does not carry an identity condition), it logically follows that it must be -O. According to Definition 7, a property supplies an IC (+O) only if it carries one (+I). As 'motor behavior' is treated as lacking a specific identity condition to distinguish one instance from another globally, it cannot supply its own identity condition.	Motor behavior is a property of actions or processes that does not inherently define a discrete, intrinsic whole with fixed boundaries or a specific mereological structure. Instances of behavior can be partial, continuous, or combined arbitrarily without losing the property, unlike a 'Person' or 'Car' which have specific criteria for functional or morphological unity.	Motor behavior is externally dependent on a physical agent or organism. It cannot exist as an entity in itself; it necessarily requires an instance of an agent (such as a person or animal) to perform the behavior.	1	1	2	1	1	6	
biological regulation	http://purl.obolibrary.org/obo/GO_0065007	+R	-I	-O	-U	+D	Attribution or Quality	Biological regulation is a process or function; an instance of such a process cannot cease to be biological regulation without ceasing to exist as that specific occurrence. It is essential to all its instances throughout their entire existence.	Biological regulation is a processual property or a role that characterizes various activities, rather than a sortal that provides a specific identity condition for its instances. While we can describe the components of a regulatory process, 'biological regulation' itself does not supply a principled way to distinguish or re-identify its instances over time independently of the specific biological systems or physical events it characterizes.	Since the entity was previously determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Supplying an IC requires the property to be rigid and to carry global identity criteria, which a non-sortal like 'biological regulation' lacks.	Biological regulation is a process or functional property. While it refers to a coordinated set of events, its instances (events) lack a single, uniform equivalence relation (omega) that defines all instances as intrinsic wholes. Different regulatory processes may have vastly different organizational structures and parts, meaning the property itself does not carry a common, necessary unity condition for every instance.	Biological regulation is an externally dependent property because a 'regulation' process cannot exist in isolation; it necessarily requires the existence of a specific biological process, state, or entity that is being regulated and which is not a part of the regulation process itself.	1	1	1	1	1	5	
regulation of biological quality	http://purl.obolibrary.org/obo/GO_0065008	+R	-I	-O	-U	+D	Attribution or Quality	A biological process like 'regulation of biological quality' is rigid because if a process is an instance of this specific regulatory mechanism, it cannot cease to be so and still exist as the same process. Its identity is fundamentally defined by the specific biological function it performs.	The property 'regulation of biological quality' is a biological process. In many upper-level ontologies, processes/events take their identity from the participants and the time interval in which they occur rather than carrying their own intrinsic identity condition. Without a specific sortal supplying a unique identity criterion (like a serial number or a unique DNA sequence for organisms), general processes are typically considered -I.	Since the entity is labeled as -I (does not carry an identity condition), it cannot supply its own identity condition (+O). According to the formal definitions, supplying an identity condition (+O) implies carrying an identity condition (+I) and being rigid (+R).	As a process/biological function, this term refers to a collection of occurrences or events. While it has components, it does not have a single, universal 'equivalence relation' (omega) that binds all instances into a specific intrinsic whole with a fixed mereological structure. Different biological systems manifest this regulation through varied pathways, making it non-unifying across all instances.	The property 'regulation of biological quality' is externally dependent because any instance of a regulation process necessarily requires the existence of a specific biological quality (the target being modulated) that is not a part nor a constituent of the regulation process itself.	1	1	1	1	1	5	
sweat secretion	http://purl.obolibrary.org/obo/GO_0160269	+R	-I	-O	~U	+D	Attribution or Quality	Sweat secretion refers to a specific biological process or occurrence. An instance of sweat secretion cannot cease to be an instance of sweat secretion and become something else while maintaining its identity; it is essentially what it is throughout its existence.	Sweat secretion is a mass noun or cumulative property (an amount of matter) rather than a count noun. It lacks a principled identity condition or global identity criterion to distinguish one specific instance of sweat from another based on intrinsic properties alone, as it does not possess an inherent boundary or unique identification mechanism across different contexts.	Since the entity is characterized as -I (not carrying an identity condition), it follows logically that it cannot supply an identity condition (+O). According to Ontological Analysis, supplying an IC (+O) implies carrying an IC (+I) and being rigid (+R).	Sweat secretion, as an amount of matter or fluid, lacks an essential unity condition. It does not possess a fixed morphological or functional structure that binds its parts into an intrinsic whole; any part of a sweat secretion is still sweat secretion, and it is considered an aggregate or amount rather than a discrete whole.	Sweat secretion is externally dependent on a physiological system (such as a sweat gland or an organism) to exist, as the process cannot occur in isolation from the biological entity that performs the secretion.	1	1	1	1	1	5	
quality	http://purl.obolibrary.org/obo/PATO_0000001	+R	-I	-O	-U	+D	Attribution or Quality	Quality (as a fundamental ontological category) is conceptually rigid. If an entity is a quality (such as a specific redness or a specific weight), it cannot cease to be a quality without losing its identity or ceasing to exist in the given conceptualization.	Quality is a non-sortal property. While specific instances of a quality (like a particular shade of red) may be identified, the general property 'quality' does not supply or carry a principled identity condition to distinguish one quality from another or to re-identify them over time without referring to the objects they characterize.	Since this entity was determined to be -I (not carrying an identity condition), it logically cannot supply an identity condition (+O). According to the methodology, supplying an IC (O) implies carrying one (I).	Quality is an abstract property that does not characterize instances as intrinsic wholes with a specific mereological structure. Unlike concrete objects (like a person or a car), qualities and their instances do not possess a unifying relation (omega) that binds parts together into a maximal self-connected whole.	A quality is inherently dependent on a substrate; it cannot exist without being a quality of some specific individual or entity (e.g., the redness of a specific apple depends on the apple's existence).	1	1	1	1	1	5	
process quality	http://purl.obolibrary.org/obo/PATO_0001236	+R	-I	-O	-U	+D	Attribution or Quality	A process quality is a property that characterizes the nature of a process or event throughout its duration. If an entity is identified as a qualitative aspect of a process, it cannot cease to be so without losing its identity as that specific quality instance; it is essential to the instance's existence in all possible worlds.	A quality itself, such as 'process quality', generally does not carry its own identity condition. Instead, it relies on the identity of the process it characterizes; we cannot distinguish one instance of a quality from another of the same type except by reference to the specific entity it inheres in.	Since the entity is analyzed as -I (not carrying an identity condition), it cannot fulfill the more specific meta-property of +O (supplying an identity condition), as supplying an identity condition requires both carrying one and being rigid.	A process quality (such as the speed of a race or the intensity of a reaction) does not have a single, common unifying relation (omega) that defines it as a whole across all instances. While specific qualities may characterize an intrinsic whole, the category 'process quality' itself is a general property where instances do not necessarily possess a consistent mereological structure or internal unity criterion.	A quality is an entity that exists only as an attribute or property of another entity. Specifically, a process quality cannot exist independently; it must be 'inhered in' or exhibited by a particular process, thus meeting the criteria for external dependence.	1	1	1	1	1	5	
obsolete class	http://www.geneontology.org/formats/oboInOwl#ObsoleteClass	~R	+I	-O	-U	+D	Role (Anti-rigid, dependent)	A class is not necessarily obsolete; it becomes obsolete at a particular point in time due to changes in requirements or technology, and it remains the same class even if it were to be rehabilitated or had never been designated as obsolete in a different scenario. Since every instance of an obsolete class is contingent upon a specific status that can be lost without the entity ceasing to exist, it is anti-rigid.	As a sub-type of Class, an 'obsolete class' carries an identity condition (IC) inherited from the meta-level definition of a Class, typically identified by a unique URI, name, or specific structural signature that allows for re-identification and distinction from other classes.	The term 'obsolete class' is a phased sortal. It carries the identity conditions of its rigid parent property (e.g., 'Class' or 'Category'), but it does not supply a new or unique set of identity conditions itself; an entity does not become a different individual simply by becoming obsolete.	The term 'obsolete class' is a classification based on status rather than intrinsic structural or functional cohesion. Its instances (individual classes designated as obsolete) do not share a common unifying relation (omega) that defines their parts as a whole, nor is there a common unity criterion for everything labeled 'obsolete'.	A class is considered 'obsolete' only in relation to a newer or alternative system, standard, or replacement that has rendered it outdated. Without the context of a successor or a background system of classification that defines its obsolescence, the property cannot exist.	1	1	1	1	1	5	
Thing	http://www.w3.org/2002/07/owl#Thing	+R	-I	-O	-U	-D	Attribution or Quality	Under most ontological interpretations, being a 'Thing' or 'Entity' is a rigid property. If an individual exists in any possible world, it must necessarily be a thing; an instance cannot cease to be a thing without ceasing to exist entirely.	The term 'Thing' is typically considered the most general property (the universal property). As it subsumes all other properties, including those with incompatible identity conditions, it cannot itself carry a specific identity condition that applies to all its instances.	Since the entity is identified as -I (does not carry an identity condition), it is logically impossible for it to supply one (+O), as supplying an identity condition requires both carrying one and being a rigid property.	The term 'Thing' is extremely general and covers both intrinsic wholes (like a person) and non-wholes/aggregates (like an amount of matter). Because it does not require all of its instances to be intrinsic wholes under a common unity condition, it is non-unifying.	The term 'Thing' is the most general category or universal property; its instances do not require the existence of any other specific external entities to be identified or to exist conceptually, making it independent.	1	1	1	1	1	5	
