term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	rigidity_attempts	identity_attempts	own_identity_attempts	unity_attempts	dependence_attempts	total_critique_attempts	error
respiratory gaseous exchange by respiratory system	http://purl.obolibrary.org/obo/GO_0007585	+R	-I	-O	+U	+D	Attribution or Quality	The term 'respiratory gaseous exchange by respiratory system' describes a specific physiological process. An instance of this process is defined by its essential nature: it cannot exist or be identified as anything else if it stops being a respiratory gaseous exchange. If a process ceases to have these characteristics, it is no longer the same process, making the property rigid for all its instances.	As a process or function, 'respiratory gaseous exchange' does not provide an inherent identity condition for its instances. While it can be tracked over time, it typically inherits its identity from the participating organs or the organism itself rather than supplying a principled way to distinguish one specific instance of the 'exchange' from another independently.	Since the entity was determined to be -I (does not carry an identity condition), it cannot supply an identity condition (+O). According to the Ontoclean methodology, +O implies +I. Furthermore, 'respiratory gaseous exchange' describes a process or occurrence rather than a rigid sortal that establishes identity for its instances.	The property describes a complex functional process carried out by the respiratory system. It represents a functional whole where the constituent anatomical parts (lungs, diaphragm, alveoli) and physiological sub-processes are integrated via a specific equivalence relation (functional unity) to achieve a single biological purpose. This integration is intrinsic to the existence of the process itself.	The process of respiratory gaseous exchange is externally dependent on a respiratory system to facilitate the exchange, as well as the presence of specific gases (like oxygen and carbon dioxide). This process cannot exist independently of the structural entities that constitute and perform the exchange.	1	1	1	1	1	5	
body fluid secretion	http://purl.obolibrary.org/obo/GO_0007589	+R	-I	-O	-U	+D	Attribution or Quality	Being a body fluid secretion is an essential characteristic of the substance. If a specific instance of a secretion (like sweat or saliva) ceases to be a secretion of a body fluid, it ceases to exist as that specific entity. Matter cannot move in and out of this category while maintaining its identity.	Body fluid secretion is a mass noun referring to a type of matter (like saliva or sweat) rather than a discrete countable object. While portions of fluids can be identified, the property itself does not supply or carry a specific identity condition that allows for the principled re-identification of distinct instances across time and change.	Since the entity was previously determined to be -I (not carrying an identity condition), it is logically impossible for it to supply an identity condition (+O). Within the OntoClean framework, +O implies +I.	Instances of body fluid secretion (such as a drop of saliva or a pint of blood) are amounts of matter that do not carry a common unity condition (UC) for all their instances. While a specific volume can be seen as a contingent whole, the property itself does not ensure its instances are intrinsic wholes, as sums of secretions are also secretions without a necessary internal boundary or functional integration.	A body fluid secretion is externally dependent on a secretory organ, gland, or anatomical structure to be produced and exist as a distinct entity; it cannot be defined or exist without a biological source that secretes it.	1	1	1	2	1	6	
behavior	http://purl.obolibrary.org/obo/GO_0007610	+R	-I	-O	-U	+D	Attribution or Quality	According to the GO definition, 'behavior' is an occurrent or process. In an ontological sense, any specific instance of a behavior (a sequence of nervous system responses) is necessarily a behavior for its entire duration. It cannot cease to be a behavior and become something else entirely (like a physical object or an unrelated process) while remaining the same individual instance of that activity.	As a process/occurrent, 'behavior' does not supply its own global identity condition. While instances of behavior occur, there is no inherent, necessary and sufficient condition (like a unique registration or spatiotemporal boundary) that allows us to uniquely identify or re-identify one instance of 'behavior' apart from the specific organism or nervous system event it is linked to.	Since the previous Identity analysis determined that this entity is -I (it does not carry an identity condition), it follows by Definition 7 that it cannot be +O. A property must carry an identity condition (+I) in order to supply one (+O).	A behavior is a temporal process or a sequence of nervous system responses. It does not possess a persistent mereological unity (intrinsic whole) bound by a single equivalence relation like topological, morphological, or functional unity in the way a concrete object does. Because its instances are not necessarily intrinsic wholes with fixed bound parts, it lacks +U, but it is not ~U because it is not defined strictly as an aggregate or amount of matter.	As defined by the Gene Ontology, behavior refers specifically to responses involving the nervous system of an animal. Therefore, an instance of 'behavior' is externally dependent on a 'nervous system' and an 'organism' (animal) to exist, as the behavior cannot exist independently of the entity performing it.	1	1	2	1	1	6	
biological_process	http://purl.obolibrary.org/obo/GO_0008150	+R	-I	-O	-U	+D	Attribution or Quality	A biological process is rigid because an instance of a process is defined by its specific temporal and causal structure; it cannot cease to be a biological process and undergo a different kind of evolution while remaining the same individual entity.	The term 'biological_process' is a top-level category in the Gene Ontology that serves as a functional abstraction rather than a sortal with specific individuation criteria. It does not supply or carry its own global identity condition (rho) that allows one to distinctively re-identify an instance of a process across time without referring to more specific rigid properties (subsumers) that define its temporal and spatial boundaries.	Since the entity is determined to be -I (does not carry an identity condition), it cannot fulfill the requirements for +O, as supplying an identity condition (+O) implies carrying one (+I). Furthermore, as the root term for an ontology of processes, it represents a high-level categorization that lacks the specific, rigid criteria required to supply a global identity condition.	A biological process is a sequence of events or occurrences over time rather than a discrete entity with consistent mereological boundaries. While individual instances might have internal structure, the general property 'biological_process' does not mandate a singular, intrinsic unity condition (omega) that applies to all events categorized under it, especially given its use for unknown or diverse systemic interactions.	A biological process is externally dependent on a participant or agent (such as a gene product, protein, or organism) that undergoes the process; the process cannot exist in isolation without some entity that is not a part of its own temporal sequence performing or being involved in it.	1	1	1	1	1	5	
multicellular organismal process	http://purl.obolibrary.org/obo/GO_0032501	+R	-I	-O	-U	+D	Attribution or Quality	A multicellular organismal process is inherently a process. If an entity is an instance of this process, it cannot cease to be that process without ceasing to exist as that specific occurrence. It represents a fundamental type of occurrence rather than a contingent role or temporary phase an entity undergoes.	The term 'multicellular organismal process' is a high-level biological process category. According to OntoClean principles, processes and events generally do not carry identity conditions (-I) because they lack global synchronic and diachronic identity criteria; it is difficult to define a necessary and sufficient relation (rho) that determines if a process occurring at one time is the exact same individual process instance as one at another time without referring to the objects involved. Furthermore, as a non-sortal, it provides a description of what is happening rather than a principle for identifying individuals.	Since the entity was previously determined to be -I (carrying no identity condition), it cannot be +O (supplying an identity condition) because +O implies +I. Furthermore, 'multicellular organismal process' is a high-level biological category that characteristically lacks a specific global identity condition required to individuate objects or events.	A biological process is an occurrence or a series of events rather than a concrete entity with a persistent mereological structure. While it involves integrated components, the property 'multicellular organismal process' is too broad to carry a common intrinsic unity condition (UC) for all its instances, as different processes (e.g., metabolism vs. cell signaling) do not share a single equivalence relation defining them as wholes.	A process is externally dependent because it cannot exist without at least one participating entity (a multicellular organism) that is not a part nor a constituent of the process itself, but rather the performer or site of the process.	1	1	1	1	1	5	
secretion by tissue	http://purl.obolibrary.org/obo/GO_0032941	+R	-I	-O	-U	+D	Attribution or Quality	A 'secretion by tissue' is a biological process or event. In ontological terms, an instance of a process is defined by its occurrence; an event cannot cease to be the type of event it is without losing its identity as that specific occurrence. It is not an optional or contingent role that an occurrence plays.	The term represents a biological process or event. While individual secretion events can be tracked, 'secretion by tissue' as a property does not supply or carry its own unique identity condition for its instances; its identity is typically derived from the participating tissue and the substance secreted, rather than the property itself providing a way to distinguish one instance of 'secretion' as the same over time or across contexts without referring to external sortals.	Since the entity was previously determined to be -I (meaning it does not carry an identity condition), it cannot supply an identity condition (+O). According to the formal ontological definitions, +O implies +I; therefore, a property that does not carry identity cannot be a source of it.	The term refers to an amount of matter or a biological substance produced by an organ. Like many mass nouns or substances, it lacks an inherent unity condition because its instances (quantities of fluid) can be arbitrarily divided or merged without losing the property, and it does not describe an intrinsic whole with a fixed mereological structure.	A secretion is externally dependent on the tissue that produced it; by definition, a secretion cannot exist without an originating biological source (the tissue) that is not a part nor a constituent of the secretion itself.	1	1	1	1	1	5	
locomotion	http://purl.obolibrary.org/obo/GO_0040011	+R	-I	-O	-U	+D	Attribution or Quality	Treating locomotion as a type of process or event (a sortal), it is rigid because an instance of locomotion cannot cease to be locomotion without ceasing to exist as that specific occurrence. If an event is an instance of movement from one place to another, it is necessarily so in all possible worlds where it occurs; it cannot transform into a different type of event (like a thought or a chemical reaction) while maintaining its identity as that specific event instance. This distinguishes the event itself from the 'ability to locomote,' which would be a non-rigid property of a biological agent.	Locomotion is a non-rigid property describing an activity or process. While specific instances of locomotion (particular movements) can be identified via the entities performing them, the property itself does not supply or carry a unique, global identity condition that distinguishes one instance of locomotion from another across time without referring to external sortals.	Since the entity was determined to be -I (meaning it does not carry an identity condition), it cannot fulfill the definition of +O, which requires a property to be rigid (+R) and carry (+I) a specific identity condition that it introduces.	Locomotion is a process or event rather than a physical object. While it implies a sequence of movements, it is typically not considered an intrinsic whole with a fixed equivalence relation (omega) for its parts across all instances; different instances of locomotion (walking vs. flying) lack a single unifying mereological structure.	Locomotion is an external notional dependence because it cannot exist without an entity (a locomoting agent) performing the action. The existence of a locomotion instance necessarily requires the existence of a distinct entity that moves, which is neither a part nor a constituent of the motion itself.	2	1	1	1	1	6	
secretion	http://purl.obolibrary.org/obo/GO_0046903	+R	+I	-O	-U	-D	Sortal (Rigid, carries identity)	A secretion is defined by its metabolic origin and biological nature. An entity that is a secretion cannot cease to be a secretion without losing its identity or ceasing to exist as that specific substance.	As a type of physical substance or event involving matter, 'secretion' carries identity conditions typically derived from spatio-temporal continuity and its chemical/biological origin, allowing for the re-identification of a specific secretion instance.	The term 'secretion' describes a substance based on its origin or functional role (being produced by a gland or cell) rather than providing a unique global identity condition itself. As a mass noun, it typically inherits its identity from 'Amount of Matter' (based on mereological extensionality) or 'Substance', making it a property that carries but does not supply the identity condition.	As a substance-like property, 'secretion' refers to matter produced by an organism. While specific droplets may exhibit temporary topological unity, the property as a whole does not require its instances to be intrinsic wholes with a fixed mereological structure or a single defining equivalence relation.	Under the strict definition of external dependence, an instance of the property must necessarily require the presence of an external entity at every moment it exists. While a 'secretion' is historically dependent on a secreting gland or cell for its origin, the secretion (such as a vial of venom or a hormone sample) can continue to exist after the source has been destroyed or removed. Therefore, it does not satisfy the condition for +D.	1	1	2	1	2	7	
nervous system process	http://purl.obolibrary.org/obo/GO_0050877	+R	+I	-O	+U	+D	Sortal (Rigid, carries identity)	A nervous system process is a biological process; if an occurrence is a nervous system process, it cannot cease to be one without ceasing to exist as that specific occurrence. It is essential to the identity of the process throughout its duration.	A 'nervous system process' carries an identity condition (+I) because it is a specific biological occurrence bounded by time and space. It can be identified and distinguished from other processes through its spatio-temporal continuity, the anatomical structures involved (e.g., specific neurons or brain regions), and its causal history.	While 'nervous system process' carries an identity condition (+I), it does not supply a new global identity condition. Instead, it specialization of and inherits its identity conditions from more fundamental categories like 'biological process' or 'process'.	A 'nervous system process' is a functional whole composed of coordinated steps (signal transmission, neurotransmitter release, etc.) that are bound together by a specific functional and temporal unity condition. To exist as a specific process, the parts must be integrally connected to achieve a physiological outcome, making it an intrinsic whole.	A nervous system process is externally dependent on a nervous system (the bearer) to occur. Since the process is not a part of the nervous system, but rather an activity performed by it, and the process cannot exist without the existence of the nervous system, it satisfies the criteria for external dependence (+D).	1	1	1	1	1	5	
regulation of body fluid levels	http://purl.obolibrary.org/obo/GO_0050878	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	The term 'regulation of body fluid levels' refers to a biological process or function. An entity (such as an organism or a biological system) performs this process contingently and seasonally; it can cease this specific regulation while remaining the same individual entity. As a functional role or state of activity, it is not essential to the existence of its instances across all possible worlds.	As a process or biological function, 'regulation of body fluid levels' does not supply its own global identity condition to distinguish one instance of regulation from another over time without reference to a specific rigid sortal (like a specific Organism). It is typically treated as a property or role that entities participate in rather than a sortal that provides a necessary and sufficient condition for identity.	A property can only supply an identity condition (+O) if it is rigid and carries an identity condition (+I). Since this entity is marked as -I, it cannot supply an identity condition of its own.	A regulation process describes a series of physiological events and interactions that do not possess a fixed morphological or topological unity for every instance. While it is a functional concept, it lacks a singular equivalence relation that would define its instances as intrinsic wholes across all contexts in the way an organism or a physical artifact would.	The property 'regulation of body fluid levels' is externally dependent on the existence of an organism or a biological system whose fluids are being regulated. A regulation process cannot exist in isolation; it necessarily requires an external entity (the regulated body/system) to be instantiated.	1	1	1	1	1	5	
cognition	http://purl.obolibrary.org/obo/GO_0050890	+R	-I	-O	-U	+D	Attribution or Quality	Cognition is a fundamental mental process or faculty; an instance of cognition (a specific cognitive act or process) is necessarily an instance of cognition throughout its existence. It does not transition in and out of being 'cognition' while maintaining its identity.	Cognition is a non-sortal, abstract process or capacity. It does not carry a global identity condition that allows for the discrete individuation or re-identification of 'a' cognition as a countable entity over time, unlike the agents (+I) that perform it.	Since the entity was determined to be -I (not carrying an identity condition), it cannot fulfill the requirements for +O, as supplying an identity condition (+O) implies carrying one (+I). Abstract terms like 'cognition' often function as mass nouns or non-sortals that do not supply unique identifiers for distinct individuals.	Cognition describes a suite of mental processes rather than an individual intrinsic whole with a fixed mereological structure. While specific cognitive events or agents may exhibit unity, the property of cognition itself does not carry a specific equivalence relation (omega) that defines all its instances as intrinsic wholes, nor are all its instances strictly anti-unitary aggregates.	Cognition is externally dependent on a cognitive agent or sentient being (subject) to manifest. Following the definition of external dependence, instances of cognition cannot exist without an instance of a separate property (a thinker) which is not a part nor a constituent of the cognition itself.	1	1	1	1	1	5	
localization	http://purl.obolibrary.org/obo/GO_0051179	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	Localization is an anti-rigid property because it describes a temporary state or relational role of an entity in space. An entity (such as a physical object or a cellular component) is not necessarily localizable or restricted to a specific localization by its nature; it can change its localization or exist without that specific spatial property while maintaining its identity.	Localization is a relational property or a state of being positioned in space. It does not carry its own internal identity conditions; rather, it is used to describe an attribute of an entity. One instance of localization cannot be distinguished from another except through the identity of the specific entity localized and the spatial coordinates involved.	Since the entity was determined to be -I (not carrying an identity condition), it cannot be +O, as supplying an identity condition (+O) logically requires carrying one (+I) and being rigid (+R).	Localization is an abstract concept or attribute representing a spatial position or the act of assigning one. It does not possess a mereological structure of parts bound by an equivalence relation to form a whole, nor is it strictly an aggregate or a scattered object, thus it lacks a persistent unity condition.	Localization is externally dependent because it necessarily requires the existence of both an entity (the thing being located) and a spatial frame or reference point (the place/region) that is not a part of the localization itself.	1	1	1	1	1	5	
establishment of localization	http://purl.obolibrary.org/obo/GO_0051234	+R	-I	-O	-U	+D	Attribution or Quality	The term likely refers to an occurrent (an event or process) or a specific state of affairs. In formal ontology, an occurrence of an event or the realization of a specific state is essential to that entity; if an 'establishment of localization' exists, it cannot cease to be an 'establishment of localization' without losing its identity.	The 'establishment of localization' is an event or a relational state-of-affairs. While the entities involved (the thing being localized and the location) carry identity conditions, the process of 'establishment' itself does not supply a principled, unique identity condition to distinguish one instance from another over time or define its diachronic identity independently of its participants.	Since the entity is determined to be -I (does not carry an identity condition), it cannot be +O, as supplying an identity condition (+O) logically implies carrying one (+I) and being rigid (+R).	The term 'establishment of localization' refers to a process or state that lacks a definite, intrinsic mereological structure. Unlike a physical object with a single unity condition, an 'establishment' is often a conceptual or relational event, and its instances can involve heterogeneous parts that do not form a single, intrinsic whole under a consistent topological or functional equivalence relation.	The establishment of localization is an event or state that is externally dependent on both the entity being localized and the spatial coordinates/environment in which it is situated. It cannot exist without these external participants.	1	1	1	1	1	5	
motor behavior	http://purl.obolibrary.org/obo/GO_0061744	+R	-I	-O	-U	+D	Attribution or Quality	A motor behavior is a specific category of biological or mechanical activity; an instance of a motor behavior (e.g., a specific walking gait or a blink) cannot cease to be a motor behavior without ceasing to be whatever it is. It is an essential property of the entity it describes.	Motor behavior is a non-sortal property that describes the way an organism acts. While individual instances of behaviors may be observed, they lack a principled, global identity condition (IC) to distinguish or re-identify 'one behavior' from 'another' across different contexts or times without referring to the specific agent or physical process performing it.	A property can only supply an identity condition (+O) if it is rigid and carries an identity condition (+I). Since the identity analysis determined this entity is -I, it cannot supply an identity condition of its own.	Motor behavior refers to sets of movements or actions that do not necessarily form a fixed intrinsic whole; while a specific instance may show functional unity, the property itself includes arbitrary sequences or fragments of behavior that lack a single defining equivalence relation (omega) for unity.	Motor behavior is externally dependent on a physical agent or organism that performs the movement; instances of motor behavior cannot exist without an instance of a behaving entity that is not a part of the behavior itself.	1	1	1	1	1	5	
biological regulation	http://purl.obolibrary.org/obo/GO_0065007	+R	-I	-O	-U	+D	Attribution or Quality	Biological regulation is a rigid property because if a process is defined as a biological regulation (a specific type of biological process), it must necessarily be a biological regulation for as long as it exists. A process cannot lose its identity as a regulatory mechanism and remain the same instance of a process.	Biological regulation is a non-sortal property that describes a process or mechanism. While it characterizes many behaviors, it does not itself supply or carry a specific identity condition (IC) that allows us to distinguish one instance of 'regulation' from another across time or domains without referring to the specific biological entity or system it belongs to.	A property can only supply its own identity condition (+O) if it carries one (+I). Since this entity has been determined not to carry an identity condition (-I) – meaning it does not define a standard for synchronic and diachronic identity for its instances – it logically cannot supply its own identity condition.	Biological regulation is an abstract process or property rather than a physical entity. While it describes interactions between systems, it does not possess a single, uniform equivalence relation (unity condition) that defines its instances as intrinsic wholes. Instances can vary from a single molecular feedback loop to complex systemic homeostasis, preventing the identification of a common topological, morphological, or functional unity relation for all its instances.	Biological regulation is externally dependent because it cannot exist in isolation; it necessarily requires the existence of a biological process or entity that is being regulated, which is not a part nor a constituent of the regulation itself.	1	1	1	1	1	5	
regulation of biological quality	http://purl.obolibrary.org/obo/GO_0065008	+R	-I	-O	-U	+D	Attribution or Quality	A regulation of biological quality is a biological process. According to upper-level ontologies (like BFO), instances of processual properties are rigid because a specific occurrence of a process cannot cease to be that process without ceasing to exist entirely. If an entity is an instance of 'regulation of biological quality', it is necessarily so for its entire duration across all possible worlds.	As a process/event (occurrent), 'regulation of biological quality' is often considered a non-sortal category. It describes a phenomenon but typically does not supply its own global identify condition to distinguish one instance from another independently of the participants and the span of time it occurs within. It is functionally more similar to a property that characterizes events rather than providing a principle of identity for them.	Since the entity is determined to be -I (does not carry an identity condition), it cannot be +O, as supplying an identity condition (+O) logically implies carrying one (+I) and being rigid (+R). As a processual or relational property, 'regulation of biological quality' does not provide an independent, global identity condition for its instances.	The property 'regulation of biological quality' refers to a process or a functional outcome that can be realized through diverse mechanisms and various configurations of biological parts. While individual instances of the regulation may involve highly integrated systems, the property itself does not prescribe a single, common identity-based equivalence relation (omega) that defines all its instances as intrinsic wholes. It is therefore non-unifying.	The property 'regulation of biological quality' is externally dependent because it necessarily requires the existence of a specific biological quality (such as size, shape, or concentration) and a biological process or entity that is being regulated, which are not parts nor constituents of the regulation process itself.	1	1	1	1	1	5	
sweat secretion	http://purl.obolibrary.org/obo/GO_0160269	+R	-I	-O	~U	+D	Attribution or Quality	Sweat secretion is a biological process/event. An instance of this process cannot cease to be a sweat secretion and become a different kind of process while maintaining its identity; being a sweat secretion is essential to what that specific event is throughout its existence.	As a type of amount of matter or physiological process, sweat secretion lacks a principled identity condition for distinguishing one instance from another over time. It does not supply its own identity (not a sortal) and is typically regarded as an amount of substance or an occurrence rather than an individual entity with global identity conditions.	Since the entity was determined to be -I (not carrying an identity condition), it is logically impossible for it to supply an identity condition (+O). Properties supplying identity conditions must be rigid (+R) and carry identity (+I).	Sweat secretion refers to an amount of matter that lacks a defined structure or intrinsic whole-part relationship. Its instances are typically considered as amounts of matter which, by definition, can be arbitrarily divided and do not satisfy a specific unity condition (topological, morphological, or functional) over time.	Sweat secretion is externally dependent on a physiological body or sweat glands. For every instance of sweat secretion to exist, an instance of a biological organism must exist that produces it, and the organism is neither a part nor a constituent of the secretion itself.	1	1	1	1	1	5	
quality	http://purl.obolibrary.org/obo/PATO_0000001	+R	-I	+O	-U	+D	Attribution or Quality	A quality is a rigid property because an instance of a quality (such as a specific redness or a weight) cannot cease to be a quality without losing its identity or ceasing to exist in that form. If something is a quality, it is essentially a quality in all possible worlds where it exists.	As a determinable, 'quality' does not supply its own identity criteria to its instances (like 'redness' or 'weight'). For instance, we cannot distinguish or re-identify one instance of quality from another without referring to the specific object it characterizes or the specific sortal property it instances.	As a Category or Kind in foundational ontologies (like DOLCE), a Quality supplies its own global identity condition. Individual quality instances (tropes) are distinguishable and reidentifiable by their value and the entity they inhere in, rather than inheriting identity from a subsuming parent.	Quality is an abstract property or attribute that does not necessarily imply a mereological structure of integrated parts. While some specific qualities might characterize wholes, the property 'quality' itself across its instances does not require them to be intrinsic wholes under a specific equivalence relation.	A quality is an entity that is inherent in another entity (its bearer). Following the ontological definition, a quality cannot exist without an instance of a separate property (the entity it qualifies) which is not a part nor a constituent of the quality itself.	1	1	2	1	1	6	
process quality	http://purl.obolibrary.org/obo/PATO_0001236	+R	-I	-O	-U	+D	Attribution or Quality	A process quality (such as the velocity of a movement or the intensity of a chemical reaction) is essential to the entity it adheres to. If an instance of a property is defined as a specific quality of a specific process, it cannot cease to be that quality without the instance itself ceasing to exist. Therefore, it is a rigid property.	A process quality, such as speed or intensity, does not supply or carry its own identity condition (IC) to distinguish its instances individually; instead, its identity is derived from the specific process it inheres in. Like other qualities (e.g., Red), there is no principled way to identify 'the same' instance of a quality over time independently of the entity or event it characterizes.	Since the entity was determined to be -I (does not carry an identity condition), it cannot be +O, as supplying an identity condition (+O) implies carrying one (+I). Furthermore, process quality is a non-rigid property that characterizes a process rather than providing a unique global identity condition for its instances.	A process quality (such as the speed of a race or the intensity of a chemical reaction) represents a characteristic of an event or process. Unlike physical objects that have intrinsic topological or functional unity conditions (wholes), qualities are dependent entities that do not have a mereological structure of their own to form an intrinsic hole; their boundaries are derived from the process they characterize.	A process quality is externally dependent on the process it inheres in; for a quality to exist, there must necessarily exist an individual process (its bearer) that is not a part nor a constituent of the quality itself.	1	1	1	1	1	5	
obsolete class	http://www.geneontology.org/formats/oboInOwl#ObsoleteClass	~R	+I	-O	-U	+D	Role (Anti-rigid, dependent)	The property 'obsolete class' is anti-rigid because it represents a phase or status in the lifecycle of a class. A class is not inherently or necessarily obsolete; it becomes obsolete at a specific point in time (usually when it is replaced or deprecated) and can conceptually be restored or have been non-obsolete in other temporal states while remaining the same class.	As a sub-property of 'Class', an 'obsolete class' carries an identity condition (IC) inherited from its rigid subsumer. Individual instances (specific classes) are distinguishable and re-identifiable via names, URI identifiers, or internal structure, regardless of their status as obsolete.	The term 'obsolete class' is a non-rigid property (a status or phase) that instances of a 'class' (e.g., in a software system or taxonomy) may enter. It inherits its identity conditions from the rigid property 'Class' rather than supplying its own global identity criteria.	The term 'obsolete class' describes a categorization of entities based on their status rather than their inherent structure. Its instances (e.g., an obsolete aircraft class, an obsolete programming class) do not share a common equivalence relation (omega) that defines them as intrinsic wholes; different instances may have topological, functional, or no unity at all.	The property 'obsolete class' is externally dependent because for something to be classified as obsolete, there must necessarily exist a context of reference, such as a newer version, a replacement standard, or a decommissioned system that designates the status of obsolescence, which is not a part nor a constituent of the class itself.	1	1	1	1	1	5	
Thing	http://www.w3.org/2002/07/owl#Thing	+R	-I	-O	-U	-D	Attribution or Quality	The term 'Thing' is a rigid property because it is the most general Sortal; if an entity exists, it necessarily remains a 'thing' in every possible world where it exists, as it cannot cease to be an entity without ceasing to exist entirely.	The property 'Thing' is the most general category and does not carry a specific identity condition of its own. Identity conditions must be supplied by rigid, specialized sortals (e.g., Person, Planet); 'Thing' acts as a placeholder for any entity, but fulfills the 'Sortal Individuation' assumption only because its instances must belong to at least one more specific property that carries an IC (+I).	Since the entity is analyzed as -I (does not carry an identity condition), it cannot fulfill the requirements for +O, which necessitates both carrying and supplying a global identity condition.	The property 'Thing' is the most general metaphysical category. Its instances do not share a common unity condition (omega), nor are they strictly excluded from being wholes. Since it subsumes both entities with unity (like a person) and entities without unity (like an aggregate of molecules), it cannot carry a specific unity condition.	The term 'Thing' is the most general category and does not require the existence of any separate external entity (that is not a part or constituent) to exist as a logical entity.	1	1	1	1	1	5	
