term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	rigidity_attempts	identity_attempts	own_identity_attempts	unity_attempts	dependence_attempts	total_critique_attempts	error
cognition	http://purl.obolibrary.org/obo/GO_0050890	+R	-I	-O	-U	+D	Attribution or Quality	Cognition is a fundamental mental process or state; a specific instance of cognition (an act of knowing or perceiving) cannot cease to be an act of cognition without losing its identity and existence as that particular entity.	Cognition is a non-substantial substance or process that lacks intrinsic identity conditions; we cannot distinguish one instance of 'cognition' from another without referring to a specific subject (person) or a specific spatio-temporal event (a thought process).	Since the entity was determined to be -I (incapable of carrying a global identity condition), it logically cannot supply its own identity condition (+O). It lacks a mechanism to distinguish between instances or determine their persistence over time independently.	Cognition is a functional capacity or set of processes rather than a discrete physical or functional whole with essential mereological boundaries. While it involves integrated mental states, it lacks a singular, well-defined structure that constitutes a definitive 'whole' in the same way as a biological organism or a mechanical system.	Cognition is an inherent property or process of a sentient entity; it cannot exist independently and necessarily requires a cognitive agent (such as a person or organism) as its host or substrate.	1	1	1	1	1	5	
localization	http://purl.obolibrary.org/obo/GO_0051179	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	In the context of software, services, or texts, being 'localized' is a contingent role an entity plays relative to a target region or culture. The underlying entity can exist without being localized and can move in and out of this state through adaptation processes.	Localization is a relational property or state describing the position of an entity. It does not carry an inherent identity condition because localizations themselves are not re-identifiable individuals; they rely on the identity of the entity being localized.	Since 'localization' is determined to be -I (meaning it does not carry an identity condition), it logically cannot supply an identity condition (+O). It serves as a property or state rather than an entity with a discrete, global identity mechanism.	Localization is a relational state or property of an entity being positioned in space. It does not possess a mereological structure of integrated parts that form an organic or functional whole.	Localization is an extrinsic property or process that necessarily depends on both an entity being localized and a specific spatial or cultural context (locale) to which it is adapted or situated.	1	1	1	1	1	5	
establishment of localization	http://purl.obolibrary.org/obo/GO_0051234	+R	-I	-O	-U	+D	Attribution or Quality	As a process or occurrent, an 'establishment of localization' is rigid because its instances (specific occurrences) cannot cease to be an establishment of localization without ceasing to exist entirely. Once an event of this type occurs, it is essentially that type of event in all possible worlds where it exists.	The term 'establishment of localization' refers to a process or state-of-affairs transition that does not inherently provide its own criteria for distinguishing one specific instance from another over time without referring back to the underlying physical entities or events involved.	Since the entity was determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). It lacks a mechanism to distinguish one instance from another independently.	The term refers to a process or state regarding the positioning of entities. As an abstract state or occurrence, it does not possess intrinsic mereological structure or identifiable boundaries that define it as a singular integrated whole with integrated parts.	This term refers to a process or event. Events are inherently dependent because they require participating entities (such as a subject being localized and a spatial context) to exist; the establishment cannot exist in isolation without the entities it involves.	1	1	1	1	1	5	
motor behavior	http://purl.obolibrary.org/obo/GO_0061744	+R	-I	-O	-U	+D	Attribution or Quality	A motor behavior is fundamentally defined by its physical execution and neurological control; an instance of motor behavior cannot cease to be motor behavior without ceasing to exist as that specific entity.	Motor behavior is a general property or quality characterizing the actions of an organism. While specific 'occurrences' (events) of a behavior might have identity based on time and space, the behavior itself as a category does not provide a principled identity condition to distinguish one instance of 'behavior' from another without referring to the agent or the specific temporal event.	Since the entity is analyzed as -I (not carrying a specific identity condition), it cannot logically supply its own identity condition (+O). 'Motor behavior' as a concept describes a type of activity rather than a discrete entity with a unique, global identity schema.	Motor behavior refers to a set of physical actions or functions that do not necessarily form a single, integrated whole with a fixed boundary. While specific movements may be discrete, the general concept of behavior refers to a continuum of activities or a property of actions rather than a unified mereological entity.	Motor behavior is an occurrent or state that necessarily depends on a physical agent or organism (the actor) to execute or manifest the behavior; it cannot exist independently of the biological or mechanical entity performing it.	1	1	1	1	1	5	
biological regulation	http://purl.obolibrary.org/obo/GO_0065007	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	Biological regulation is a rigid property because an occurrence or process identified as biological regulation is essentially so; it cannot cease to be a regulation process while still existing as that specific event or biological occurrence.	As a biological process, biological regulation carries an identity condition based on the temporal and spatial boundaries of the regulatory event, its specific triggers, and the systemic components involved in the mechanism.	Biological regulation is a rigid subtype of a more general category, likely 'Process' or 'Occurrent'. It carries identity conditions (+I) but does not supply them; instead, it inherits the global identity and individuation criteria from the foundational process category to which it belongs.	Biological regulation is a functional process or condition that occurs within a system. While it involves coordinated components, the term itself identifies a role or a state across various scales (molecular to systemic) and does not necessarily define a discrete, bounded whole with a fixed mereological structure in every instance.	Biological regulation is an occurrent or process that cannot exist in isolation; it necessarily depends on a biological system or entity (such as a cell or organism) to serve as the subject of the regulation.	1	1	3	1	1	7	
regulation of biological quality	http://purl.obolibrary.org/obo/GO_0065008	+R	-I	-O	-U	+D	Attribution or Quality	As a type of biological process, an instance of 'regulation of biological quality' is inherently and necessarily such a process from its start to its end. It cannot cease to be a regulation process while continuing to exist as the same entity.	As a process or biological category, 'regulation of biological quality' does not provide its own innate identity condition (IC) to distinguish one instance from another; it relies on the identity of the specific biological systems involved (e.g., proteins or cells) to provide such conditions.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot supply a unique identity condition of its own. It represents a processual category whose identity is contingent upon the biological qualities and entities involved rather than providing a global criterion for individuation.	As a process/biological function, it lacks a fixed, integrated structure that defines the entity as a single whole. It consists of multiple, potentially disparate biological events that may vary widely in composition and duration without intrinsic unifying boundaries.	The term represents a biological process or function. As an occurrent or property-like entity, its existence is intrinsically dependent on the existence of a biological entity (the substrate or organism) that exhibits the quality being regulated.	1	1	1	1	1	5	
sweat secretion	http://purl.obolibrary.org/obo/GO_0160269	+R	-I	-O	-U	+D	Attribution or Quality	Sweat secretion is a specific physiological process. An instance of sweat secretion cannot cease to be an instance of that process while it exists; it is inherently defined by its biological and chemical identity.	Sweat secretion is a mass or amount of matter. While it can be measured, it lacks a principled identity condition to distinguish one instance of the substance from another or to re-identify it over time without referring to its container or source.	Since the entity is analyzed as -I (lacking an identity condition), it logically cannot supply its own identity condition (+O requires +I).	Sweat secretion is a mass noun/amount of matter; it lacks a singular, intrinsic wholeness or structured mereological boundary. It can be divided or merged without losing its identity as the substance 'sweat'.	A sweat secretion is an event or process that necessarily depends on a physical host (a biological organism with sweat glands) to occur; it cannot exist independently of the entity performing the secretion.	1	1	1	1	1	5	
quality	http://purl.obolibrary.org/obo/PATO_0000001	+R	-I	-O	-U	+D	Attribution or Quality	Quality is a rigid property because an instance that is a Quality (e.g., a specific instance of 'Redness' or 'Wisdom') cannot cease to be a Quality and continue to exist. If it loses the essence of being a Quality, it ceases to exist as that entity entirely.	A quality (like 'redness' or 'hardness') does not provide its own identity condition to distinguish one instance from another; rather, it depends on the individual object it inheres in for identity.	Since the entity is analyzed as -I (does not carry an identity condition), it cannot logically supply its own identity condition (+O). Properties such as 'quality' are generally considered non-sortals that do not provide global identity criteria for their instances.	Quality is an abstract property or attribute that can characterize an entity, but it lacks an inherent mereological structure or internal boundary that defines it as an integrated whole.	A quality is an intrinsic trope that cannot exist in isolation; it must always inhere in a specific bearer or substrate to exist.	1	1	1	1	1	5	
process quality	http://purl.obolibrary.org/obo/PATO_0001236	+R	-I	-O	-U	+D	Attribution or Quality	A process quality is an essential property of the process it characterizes; a quality instance cannot exist without being the specific quality it is for that process, and if the quality were to be removed, the nature of the process instance itself would change.	A quality is a property that inheres in an entity but does not provide the criteria for its own identification or re-identification. While the entity it inheres in (the process) may have identity conditions, the quality itself, such as 'smoothness' or 'speed', lacks a principled way to distinguish one instance from another independently of the entity it characterizes.	Since the entity is analyzed as -I (lacks identity conditions), it cannot supply its own identity condition (+O). Furthermore, process quality is a characterizing property of an underlying process rather than an entity that provides a global principle for distinguishing instances.	A process quality (such as speed or intensity) characterizes the temporal unfolding of an event but does not necessarily constitute a whole with a specific internal mereological structure or intrinsic boundaries. It is often divisive, as segments of the process can still exhibit the same quality.	Process quality is inherently dependent on the process it characterizes; it cannot exist without the underlying process and the physical entities involved in that process as its bearer.	1	1	1	1	1	5	
obsolete class	http://www.geneontology.org/formats/oboInOwl#ObsoleteClass	~R	+I	-O	-U	-D	Role or Phase (Anti-rigid)	Being an 'obsolete class' is a contingent phase or metabolic state of a class entity. A class may exist as a current, active entity before becoming obsolete, and it remains the same identity throughout this change.	As a subclass of 'Class', which is a meta-construct or concept in an ontology or software system, an 'obsolete class' carries the identity conditions of its parent (such as a unique URI, name, or internal identifier) that allow it to be distinguished and re-identified.	While 'obsolete class' carries an identity condition, it does not supply it; instead, it inherits the identity condition from its parent class (e.g., 'Class' or 'Category'), merely adding a restrictive state property (obsolescence).	The status of being 'obsolete' is an extrinsic property that can be applied to diverse, unrelated entities. There is no common internal structure or unifying principle that binds all obsolete classes into a single integrated whole beyond the shared temporal/functional attribute.	The property of being 'obsolete' is a phase or status applied to a class, not a relationship of existential dependence. Under OntoClean, +D requires that for every instance of the entity to exist, a specific individual of another non-overlapping type must also exist. An 'obsolete class' does not require a specific 'superseding class' or external entity to maintain its own existence; its obsolescence is an internal state or historical status rather than a relational dependence.	1	1	1	1	2	6	
Thing	http://www.w3.org/2002/07/owl#Thing	+R	-I	-O	-U	-D	Attribution or Quality	Being a 'Thing' is essential to any entity that falls under this category. An entity cannot cease to be a thing without ceasing to exist entirely; there is no possible world where a thing continues to exist but is no longer a thing.	The term 'Thing' is a top-level category that is too general to provide a specific identity condition for its instances; it encompasses entities (like 'Person' and 'Red') that are identified by different, incompatible principles.	Since 'Thing' is determined to be -I (not carrying a specific Identity Condition), it cannot logically supply its own Identity Condition (+O). It serves as a most general category that lacks a uniform principle for distinguishing between its instances.	The term 'Thing' is the most general category and encompasses both unified wholes (like a person) and non-unified aggregates or scattered parts (like a pile of sand). Therefore, it cannot carry a specific unity criterion.	The term 'Thing' is the most general category (often representing the root of a taxonomy) and does not require the existence of any other specific entity types to exist.	1	1	1	1	1	5	
